NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
890301430,CLINICA NUESTRA SEÑORA DE LOS REMEDIOS,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8610,SERVICIOS,$0.20,$0.03,$0.31,$0.03,$0.27,2021
890318919,VALLECILLA B Y VALLECILLA M Y CIA S.C.A CARVAL DE COLOMBIA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4690,COMERCIO,$0.20,$0.01,$0.32,$0.17,$0.15,2021
800227924,COMERCIALIZADORA INTERNACIONAL INVERMEC S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2593,MANUFACTURA,$0.20,$0.02,$0.14,$0.08,$0.05,2021
890936071,AGROPECUARIA SAN FERNANDO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,AMAGA-ANTIOQUIA,3290,MANUFACTURA,$0.20,$0.02,$0.20,$0.09,$0.12,2021
890321151,CARVAJAL TECNOLOGIA Y SERVICIOS S.A.S. BIC,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,6311,SERVICIOS,$0.20,-$0.00,$0.19,$0.09,$0.10,2021
890905022,CONVEL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,$0.20,$0.00,$0.20,$0.15,$0.05,2021
860070698,BLACK AND DECKER DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$0.20,$0.03,$0.35,$0.09,$0.26,2021
800226833,RAMPINT SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BARRANCABERMEJA-SANTANDER,4290,CONSTRUCCIÓN,$0.20,$0.02,$0.15,$0.02,$0.13,2021
800042175,PRODUCTOS QUIMICOS ANDINOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,2229,MANUFACTURA,$0.20,$0.02,$0.17,$0.08,$0.09,2021
900953141,ASTELLAS FARMA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.20,-$0.01,$0.18,$0.15,$0.03,2021
900860284,BBI COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,5613,SERVICIOS,$0.20,-$0.10,$0.37,$0.53,-$0.16,2021
890926257,INMEL INGENERIERIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4321,CONSTRUCCIÓN,$0.20,$0.01,$0.13,$0.09,$0.04,2021
891480000,CAJA DE COMPENSACION FAMILIAR DE RISARALDA COMFAMILIAR RISARALDA,SUPERSALUD,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,8699,SERVICIOS,$0.20,$0.00,$0.16,$0.06,$0.10,2021
900329399,ALEMAUTOS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$0.20,$0.00,$0.06,$0.06,$0.01,2021
832001292,EMPOLLADORA COLOMBIANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,145,AGROPECUARIO,$0.20,$0.02,$0.07,$0.01,$0.06,2021
900047874,GRUPO AFIN FARMACEUTICA  SAS BIC,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4645,COMERCIO,$0.20,$0.01,$0.07,$0.04,$0.03,2021
900619863,STORK LATAM S.L. SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$0.20,$0.01,$0.14,$0.09,$0.06,2021
900235088,TECPETROL COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$0.20,$0.04,$0.53,$0.54,-$0.00,2021
860013779,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,$0.20,$0.01,$0.15,$0.05,$0.10,2021
860029978,SC JOHNSON & SON COLOMBIANA S.A.  SC JOHNSON & SON COLOMBIANA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,$0.20,$0.00,$0.08,$0.06,$0.03,2021
900448470,HIERROS DE OCCIDENTE FERRETERIAS SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOSQUEBRADAS-RISARALDA,4663,COMERCIO,$0.20,$0.01,$0.06,$0.03,$0.02,2021
890331949,COBO MEDICAL SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4645,COMERCIO,$0.20,$0.01,$0.09,$0.04,$0.05,2021
900477347,VITOL COLOMBIA CI SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4661,COMERCIO,$0.20,-$0.00,$0.40,$0.32,$0.08,2021
900216225,SOLDADURAS WEST ARCO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,2410,MANUFACTURA,$0.20,$0.02,$0.11,$0.07,$0.04,2021
900478383,SOFTWAREONE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,$0.20,-$0.01,$0.09,$0.10,-$0.01,2021
890900016,AGENCIA DE AUTOMOVILES S.A. AGENCIA DE AUTOMOVILES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$0.19,$0.01,$0.12,$0.05,$0.07,2021
891900129,CARLOS SARMIENTO L. & CIA. INGENIO SANCARLOS S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,1071,MANUFACTURA,$0.19,$0.02,$0.62,$0.19,$0.43,2021
830039854,ECOLAB COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2029,MANUFACTURA,$0.19,$0.01,$0.17,$0.04,$0.13,2021
900261353,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,SUPERSALUD,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,8610,SERVICIOS,$0.19,$0.00,$0.29,$0.18,$0.12,2021
890307885,PLASTICOS ESPECIALES S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,2229,MANUFACTURA,$0.19,$0.01,$0.25,$0.15,$0.10,2021
860064081,HILANDERIA UNIVERSAL S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1311,MANUFACTURA,$0.19,$0.01,$0.22,$0.12,$0.10,2021
890917465,GRIFFITH FOODS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MARINILLA-ANTIOQUIA,1089,MANUFACTURA,$0.19,$0.01,$0.13,$0.06,$0.07,2021
805023423,SOCIEDAD N.S.D.R. S.A.S,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,8610,SERVICIOS,$0.19,$0.01,$0.23,$0.14,$0.09,2021
830002272,SERVIMED INSTITUCION PRESTADORA DE SERVICIOS DE SALUD S.A. SERVIMED I.P.S. S.A.,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8699,SERVICIOS,$0.19,$0.01,$0.05,$0.02,$0.03,2021
800166199,DELTEC S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,7112,SERVICIOS,$0.19,$0.00,$0.18,$0.11,$0.07,2021
891200528,E.S.E. HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO,SUPERSALUD,Costa Pacífica,NARIÑO,PASTO-NARIÑO,8610,SERVICIOS,$0.19,$0.01,$0.21,$0.04,$0.16,2021
830093443,EXTRACTORA DEL SUR DE CASANARE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,130,MANUFACTURA,$0.19,$0.00,$0.05,$0.03,$0.02,2021
800033159,DURMAN COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MADRID-CUNDINAMARCA,2229,MANUFACTURA,$0.19,$0.00,$0.18,$0.07,$0.11,2021
900757947,GE HEALTHCARE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$0.19,$0.00,$0.24,$0.14,$0.10,2021
900297153,COASPHARMA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2100,MANUFACTURA,$0.19,$0.00,$0.18,$0.16,$0.02,2021
800061228,GRUPO SAN PIO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4663,COMERCIO,$0.19,$0.00,$0.06,$0.04,$0.02,2021
890300208,ARROCERA LA ESMERALDA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,JAMUNDI-VALLE,1051,MANUFACTURA,$0.19,$0.00,$0.13,$0.09,$0.04,2021
890900043,COMPAÑIA COLOMBIANA DE TABACO S.A.S.,SUPERSOCIEDADES,Antioquia,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$0.19,-$0.01,$0.54,$0.49,$0.05,2021
890301054,TORRECAFE AGUILA ROJA Y CIA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,1062,MANUFACTURA,$0.19,$0.00,$0.18,$0.03,$0.14,2021
860020369,SU OPORTUNO SERVICIO LTDA SOS,SUPERVIGILANCIA,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8010,SERVICIOS,$0.19,$0.01,$0.07,$0.02,$0.05,2021
860512466,SABANALAC SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,1040,MANUFACTURA,$0.19,$0.00,$0.07,$0.05,$0.02,2021
890904459,ACEROS MAPA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4663,COMERCIO,$0.19,$0.03,$0.15,$0.08,$0.07,2021
890911625,AVÍCOLA NACIONAL S.E,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,145,AGROPECUARIO,$0.19,$0.01,$0.14,$0.06,$0.08,2021
900569531,AUTOLAND SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.19,$0.01,$0.09,$0.03,$0.06,2021
900396967,INDUSTRIAL ACEITERA DE CASANARE SA SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1031,MANUFACTURA,$0.19,$0.02,$0.12,$0.04,$0.08,2021
805009691,JGB S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,1089,MANUFACTURA,$0.19,$0.00,$0.13,$0.08,$0.04,2021
800241958,HEWLETT PACKARD COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,$0.19,$0.03,$0.29,$0.18,$0.11,2021
900076998,ATENTO TELESERVICIOS ESPAÑA S.A. SUCURSAL EN COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8220,SERVICIOS,$0.19,$0.07,$0.24,$0.02,$0.22,2021
901167377,NUEVA GENERACION DE BEBIDAS SAS,SUPERSOCIEDADES,Costa Pacífica,CAUCA,CALOTO-CAUCA,1104,MANUFACTURA,$0.19,-$0.00,$0.11,$0.04,$0.07,2021
900091709,LICENCIAS ON LINE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,$0.19,$0.00,$0.08,$0.06,$0.02,2021
890302955,RECAMIER SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,2023,MANUFACTURA,$0.19,$0.01,$0.16,$0.10,$0.05,2021
830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,$0.19,$0.05,$0.43,$0.24,$0.19,2021
800093320,PROYECTOS DE INGENIERIA SA PROING SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,4321,CONSTRUCCIÓN,$0.19,$0.01,$0.13,$0.05,$0.08,2021
900483014,AMCOR FLEXIBLES CALI S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,2229,MANUFACTURA,$0.19,$0.01,$0.21,$0.12,$0.08,2021
900364615,ORGANIZACION SUMA SAS - EN REORGANIZACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4921,SERVICIOS,$0.19,-$0.01,$0.24,$0.29,-$0.05,2021
860032463,PERENCO COLOMBIA LIMITED,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$0.19,$0.06,$0.40,$0.32,$0.08,2021
900356846,ORTIZ CONSTRUCCIONES Y PROYECTOS SA SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4290,CONSTRUCCIÓN,$0.19,$0.00,$0.51,$0.37,$0.15,2021
900615557,DISTRIBUIDORA DE CARNES ET LOS MONOS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4723,COMERCIO,$0.19,$0.00,$0.08,$0.07,$0.01,2021
891600091,CCF DEL CHOCO,SUPERSALUD,Costa Pacífica,CHOCO,QUIBDO-CHOCO,8699,SERVICIOS,$0.19,-$0.00,$0.03,$0.03,$0.00,2021
830031757,DATA TOOLS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,$0.19,$0.01,$0.12,$0.06,$0.06,2021
860036892,RODRIGUEZ FRANCO Y CIA SCS ORGANIZACION NACIONAL DE COMERCIO ONLY,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4771,COMERCIO,$0.19,$0.00,$0.11,$0.06,$0.05,2021
800241810,INDUSTRIA DE ELECTRODOMESTICOS S.A.S. INDUSEL S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,2790,MANUFACTURA,$0.19,$0.00,$0.40,$0.25,$0.15,2021
860054546,MG CONSULTORES  SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.19,$0.03,$0.09,$0.05,$0.04,2021
860002097,SEISSA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7010,SERVICIOS,$0.19,$0.19,$1.67,$0.02,$1.65,2021
900251415,SOFTYS GACHANCIPÁ S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,GACHANCIPA-CUNDINAMARCA-CUNDINAMARCA,1701,MANUFACTURA,$0.19,-$0.00,$0.36,$0.16,$0.20,2021
890212868,AGROINDUSTRIAS DEL SUR DEL CESAR LTDA Y CIA SCA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,FLORIDABLANCA-SANTANDER,1031,MANUFACTURA,$0.19,$0.02,$0.09,$0.03,$0.06,2021
900292211,REFINADORA NACIONAL DE ACEITES Y GRASAS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CANDELARIA-VALLE,1031,MANUFACTURA,$0.19,$0.01,$0.09,$0.05,$0.04,2021
800069933,COMODIN SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,$0.19,$0.01,$0.33,$0.30,$0.03,2021
890911431,CONINSA RAMON H S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4290,CONSTRUCCIÓN,$0.19,$0.04,$0.57,$0.32,$0.25,2021
802011109,GRUPO LIMENTARIO DEL ATLANTICO S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,1012,MANUFACTURA,$0.19,-$0.00,$0.17,$0.12,$0.05,2021
900248882,CLINICA PORTOAZUL S.A SIGLA CPA,SUPERSALUD,Costa Atlántica,ATLANTICO,PUERTO COLOMBIA-ATLANTICO,8610,SERVICIOS,$0.19,$0.01,$0.32,$0.16,$0.16,2021
900872769,SKECHERS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4643,COMERCIO,$0.19,$0.00,$0.20,$0.20,$0.00,2021
900038933,COMDATA COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8220,SERVICIOS,$0.19,-$0.01,$0.18,$0.18,-$0.00,2021
800198020,CARNES CASABLANCA  S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1011,MANUFACTURA,$0.18,-$0.01,$0.11,$0.10,$0.01,2021
900723988,HMCL COLOMBIA SAS,SUPERSOCIEDADES,Costa Pacífica,CAUCA,VILLA-RICA-CAUCA-CAUCA,3091,MANUFACTURA,$0.18,-$0.01,$0.17,$0.15,$0.02,2021
900160905,PATTERSON-UTI INTERNATIONAL (COLOMBIA) LTDA S. DE R.L. SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$0.18,-$0.01,$0.26,$0.03,$0.23,2021
890321567,CARVAJAL S.A.,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,6499,SERVICIOS,$0.18,$0.14,$1.64,$0.75,$0.89,2021
890919549,CONQUIMICA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4664,COMERCIO,$0.18,$0.01,$0.10,$0.07,$0.02,2021
900255181,HOGAR Y MODA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4754,COMERCIO,$0.18,$0.01,$0.14,$0.06,$0.07,2021
890204199,AVIMOL S.A.S.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,145,AGROPECUARIO,$0.18,$0.01,$0.15,$0.08,$0.07,2021
890114642,ARIS MINING MARMATO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,722,MINERO,$0.18,$0.00,$0.30,$0.06,$0.24,2021
800241602,FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,$0.18,$0.02,$0.08,$0.03,$0.05,2021
800071617,CUMMINS DE LOS ANDES S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,4530,COMERCIO,$0.18,$0.00,$0.18,$0.15,$0.03,2021
811004786,MICRODENIER S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4641,COMERCIO,$0.18,$0.02,$0.14,$0.09,$0.05,2021
890100454,AGRO CORTEVA COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,$0.18,$0.01,$0.22,$0.14,$0.08,2021
860001999,LUCTA GRANCOLOMBIANA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,2029,MANUFACTURA,$0.18,$0.03,$0.16,$0.04,$0.12,2021
830098290,INDUSTRIA COLOMBIANA DE PERFILES METALICOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,2410,MANUFACTURA,$0.18,$0.02,$0.31,$0.21,$0.10,2021
900351736,DREAM REST COLOMBIA SAS,SUPERSOCIEDADES,Costa Atlántica,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,3120,MANUFACTURA,$0.18,-$0.01,$0.25,$0.20,$0.05,2021
890203194,LABORATORIOS CHALVER DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2100,MANUFACTURA,$0.18,$0.03,$0.18,$0.04,$0.15,2021
890201311,LEN IMPORTACIONES SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4690,COMERCIO,$0.18,$0.02,$0.25,$0.15,$0.10,2021
817000747,COMPAÑIA INTERNACIONAL DE ALIMENTOS SAS,SUPERSOCIEDADES,Costa Pacífica,CAUCA,CALOTO-CAUCA,1089,MANUFACTURA,$0.18,$0.00,$0.19,$0.12,$0.07,2021
890908493,COMESTIBLES DAN SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,1011,MANUFACTURA,$0.18,$0.00,$0.14,$0.10,$0.04,2021
860015888,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8610,SERVICIOS,$0.18,-$0.02,$0.13,$0.08,$0.05,2021
800250382,AMAREY NOVA MEDICAL S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.18,$0.01,$0.16,$0.09,$0.06,2021
830074144,GLOBALWINE & SPIRITS LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$0.18,$0.01,$0.16,$0.11,$0.04,2021
890923691,RODRIGUEZ Y LONDOÑO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$0.18,$0.00,$0.11,$0.08,$0.02,2021
890205091,PRECOCIDOS DEL ORIENTE S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,1051,MANUFACTURA,$0.18,$0.01,$0.14,$0.10,$0.04,2021
800042471,ARUS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4651,COMERCIO,$0.18,-$0.00,$0.11,$0.08,$0.03,2021
900119072,SUPERMERCADOS MAS POR MENOS S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4711,COMERCIO,$0.18,$0.00,$0.10,$0.07,$0.03,2021
890301680,MOTORES DEL VALLE MOTOVALLE SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4511,COMERCIO,$0.18,$0.00,$0.16,$0.11,$0.05,2021
890902165,LABORATORIO PROFESIONAL FARMACEUTICO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,2100,MANUFACTURA,$0.18,$0.01,$0.17,$0.12,$0.05,2021
900777063,SPORTY CITY S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,9311,SERVICIOS,$0.18,$0.00,$0.48,$0.41,$0.07,2021
901335679,CAOBA INVERSIONES S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7010,SERVICIOS,$0.18,$0.01,$1.55,$1.26,$0.29,2021
890911878,CARIBE MOTOR DE MEDELLIN S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$0.18,$0.01,$0.07,$0.01,$0.06,2021
830513773,APPLUS NORCONTROL COLOMBIA LIMITADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,$0.18,$0.00,$0.13,$0.07,$0.06,2021
860401826,PRODUCTOS ALIMENTICIOS EL RECREO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA -CUNDINAMARCA,1040,MANUFACTURA,$0.18,$0.00,$0.10,$0.06,$0.03,2021
900172963,HLF COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4729,COMERCIO,$0.18,$0.00,$0.05,$0.04,$0.01,2021
800041723,AMCOR RIGID PACKAGING DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,2229,MANUFACTURA,$0.18,$0.01,$0.18,$0.13,$0.06,2021
890208596,COMERCIALIZADORA INTERNACIONAL SANTANDEREANA DE ACEITES S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,1032,MANUFACTURA,$0.18,$0.00,$0.12,$0.07,$0.04,2021
800023551,C.I. FORTIA MINERALS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,PUERTO COLOMBIA-ATLANTICO,4661,COMERCIO,$0.18,$0.01,$0.14,$0.12,$0.02,2021
860000794,INDUSTRIAS SPRING SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,3120,MANUFACTURA,$0.18,$0.01,$0.13,$0.05,$0.09,2021
900073066,TRANCORA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,UBATE-CUNDINAMARCA,4661,COMERCIO,$0.18,$0.01,$0.03,$0.01,$0.03,2021
811037075,LACTEOS BETANIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SANTA ROSA DE OSOS-ANTIOQUIA,1040,MANUFACTURA,$0.18,$0.00,$0.04,$0.03,$0.01,2021
